[ 1920년-2100년 24기 입기 시각 ]
--------------------------------------------------------------------------------------------------------------------------------------------
역법과 연계된 24기 데이터의 특수성 때문에, 반올림 결과 날짜가 바뀌는 경우 날짜 변동 없이 24시 0분으로 표기됩니다. 
이 자료는 최신의 이론, 모델, 상수를 사용하여 계산된 것입니다. 하지만 지구 자전 속도는 예측할 수 없기 때문에, 미래로 갈수록 수 초에서 수분까지 달라질 수 있습니다. 이로 인해 미래의 실제 24기 날짜는 지금 계산과 다를 수 있습니다.

아래 모든 시각 데이터는 현재(2026년 9월 1일) KST(=UTC+9h) 기준이며, 과거 표준자오선 변경이나 써머타임은 고려하지 않음.
--------------------------------------------------------------------------------------------------------------------------------------------

<24기 구분>
 1: 입춘,  2: 우수,  3: 경칩,  4: 춘분,  5: 청명,  6: 곡우
 2, 2011,  2, 19,  9, 25
 3, 2011,  3,  6,  7, 30
 4, 2011,  3, 21,  8, 21
 5, 2011,  4,  5, 12, 12
 6, 2011,  4, 20, 19, 17
 7, 2011,  5,  6,  5, 23
 8, 2011,  5, 21, 18, 21
 9, 2011,  6,  6,  9, 27
10, 2011,  6, 22,  2, 17
11, 2011,  7,  7, 19, 42
12, 2011,  7, 23, 13, 12
13, 2011,  8,  8,  5, 33
14, 2011,  8, 23, 20, 21
15, 2011,  9,  8,  8, 34
16, 2011,  9, 23, 18,  5
17, 2011, 10,  9,  0, 19
18, 2011, 10, 24,  3, 30
19, 2011, 11,  8,  3, 35
20, 2011, 11, 23,  1,  8
21, 2011, 12,  7, 20, 29
22, 2011, 12, 22, 14, 30
23, 2012,  1,  6,  7, 44
24, 2012,  1, 21,  1, 10
 1, 2012,  2,  4, 19, 22
 2, 2012,  2, 19, 15, 18
 3, 2012,  3,  5, 13, 21
 4, 2012,  3, 20, 14, 14
 5, 2012,  4,  4, 18,  6
 6, 2012,  4, 20,  1, 12
 7, 2012,  5,  5, 11, 20
 8, 2012,  5, 21,  0, 16
 9, 2012,  6,  5, 15, 26
10, 2012,  6, 21,  8,  9
11, 2012,  7,  7,  1, 41
12, 2012,  7, 22, 19,  1
13, 2012,  8,  7, 11, 31
14, 2012,  8, 23,  2,  7
15, 2012,  9,  7, 14, 29
16, 2012,  9, 22, 23, 49
17, 2012, 10,  8,  6, 12
18, 2012, 10, 23,  9, 14
19, 2012, 11,  7,  9, 26
20, 2012, 11, 22,  6, 50
21, 2012, 12,  7,  2, 19
22, 2012, 12, 21, 20, 12
23, 2013,  1,  5, 13, 34
24, 2013,  1, 20,  6, 52
 1, 2013,  2,  4,  1, 13
 2, 2013,  2, 18, 21,  2
 3, 2013,  3,  5, 19, 15
 4, 2013,  3, 20, 20,  2
 5, 2013,  4,  5,  0,  2
 6, 2013,  4, 20,  7,  3
 7, 2013,  5,  5, 17, 18
 8, 2013,  5, 21,  6, 10
 9, 2013,  6,  5, 21, 23
10, 2013,  6, 21, 14,  4
11, 2013,  7,  7,  7, 35
12, 2013,  7, 23,  0, 56
13, 2013,  8,  7, 17, 20
14, 2013,  8, 23,  8,  2
15, 2013,  9,  7, 20, 16
16, 2013,  9, 23,  5, 44
17, 2013, 10,  8, 11, 59
18, 2013, 10, 23, 15, 10
19, 2013, 11,  7, 15, 14
20, 2013, 11, 22, 12, 48
21, 2013, 12,  7,  8,  9
22, 2013, 12, 22,  2, 11
23, 2014,  1,  5, 19, 24
24, 2014,  1, 20, 12, 51
 1, 2014,  2,  4,  7,  3
 2, 2014,  2, 19,  3,  0
 3, 2014,  3,  6,  1,  2
 4, 2014,  3, 21,  1, 57
 5, 2014,  4,  5,  5, 47
 6, 2014,  4, 20, 12, 56
 7, 2014,  5,  5, 22, 59
 8, 2014,  5, 21, 11, 59
 9, 2014,  6,  6,  3,  3
10, 2014,  6, 21, 19, 51
11, 2014,  7,  7, 13, 15
12, 2014,  7, 23,  6, 41
13, 2014,  8,  7, 23,  2
14, 2014,  8, 23, 13, 46
15, 2014,  9,  8,  2,  1
16, 2014,  9, 23, 11, 29
17, 2014, 10,  8, 17, 48
18, 2014, 10, 23, 20, 57
19, 2014, 11,  7, 21,  7
20, 2014, 11, 22, 18, 38
21, 2014, 12,  7, 14,  4
22, 2014, 12, 22,  8,  3
23, 2015,  1,  6,  1, 21
24, 2015,  1, 20, 18, 43
 1, 2015,  2,  4, 12, 58
 2, 2015,  2, 19,  8, 50
 3, 2015,  3,  6,  6, 56
 4, 2015,  3, 21,  7, 45
 5, 2015,  4,  5, 11, 39
 6, 2015,  4, 20, 18, 42
 7, 2015,  5,  6,  4, 53
 8, 2015,  5, 21, 17, 45
 9, 2015,  6,  6,  8, 58
10, 2015,  6, 22,  1, 38
11, 2015,  7,  7, 19, 12
12, 2015,  7, 23, 12, 30
13, 2015,  8,  8,  5,  1
14, 2015,  8, 23, 19, 37
15, 2015,  9,  8,  8,  0
16, 2015,  9, 23, 17, 21
17, 2015, 10,  8, 23, 43
18, 2015, 10, 24,  2, 47
19, 2015, 11,  8,  2, 59
20, 2015, 11, 23,  0, 25
21, 2015, 12,  7, 19, 53
22, 2015, 12, 22, 13, 48
23, 2016,  1,  6,  7,  8
24, 2016,  1, 21,  0, 27
 1, 2016,  2,  4, 18, 46
 2, 2016,  2, 19, 14, 34
 3, 2016,  3,  5, 12, 44
 4, 2016,  3, 20, 13, 30
 5, 2016,  4,  4, 17, 28
 6, 2016,  4, 20,  0, 29
 7, 2016,  5,  5, 10, 42
 8, 2016,  5, 20, 23, 36
 9, 2016,  6,  5, 14, 49
10, 2016,  6, 21,  7, 34
11, 2016,  7,  7,  1,  3
12, 2016,  7, 22, 18, 30
13, 2016,  8,  7, 10, 53
14, 2016,  8, 23,  1, 38
15, 2016,  9,  7, 13, 51
16, 2016,  9, 22, 23, 21
17, 2016, 10,  8,  5, 33
18, 2016, 10, 23,  8, 46
19, 2016, 11,  7,  8, 48
20, 2016, 11, 22,  6, 22
21, 2016, 12,  7,  1, 41
22, 2016, 12, 21, 19, 44
23, 2017,  1,  5, 12, 56
24, 2017,  1, 20,  6, 24
 1, 2017,  2,  4,  0, 34
 2, 2017,  2, 18, 20, 31
 3, 2017,  3,  5, 18, 33
 4, 2017,  3, 20, 19, 29
 5, 2017,  4,  4, 23, 17
 6, 2017,  4, 20,  6, 27
 7, 2017,  5,  5, 16, 31
 8, 2017,  5, 21,  5, 31
 9, 2017,  6,  5, 20, 37
10, 2017,  6, 21, 13, 24
11, 2017,  7,  7,  6, 51
12, 2017,  7, 23,  0, 15
13, 2017,  8,  7, 16, 40
14, 2017,  8, 23,  7, 20
15, 2017,  9,  7, 19, 39
16, 2017,  9, 23,  5,  2
17, 2017, 10,  8, 11, 22
18, 2017, 10, 23, 14, 27
19, 2017, 11,  7, 14, 38
20, 2017, 11, 22, 12,  5
21, 2017, 12,  7,  7, 33
22, 2017, 12, 22,  1, 28
23, 2018,  1,  5, 18, 49
24, 2018,  1, 20, 12,  9
 1, 2018,  2,  4,  6, 28
 2, 2018,  2, 19,  2, 18
 3, 2018,  3,  6,  0, 28
 4, 2018,  3, 21,  1, 15
 5, 2018,  4,  5,  5, 13
 6, 2018,  4, 20, 12, 13
 7, 2018,  5,  5, 22, 25
 8, 2018,  5, 21, 11, 15
 9, 2018,  6,  6,  2, 29
10, 2018,  6, 21, 19,  7
11, 2018,  7,  7, 12, 42
12, 2018,  7, 23,  6,  0
13, 2018,  8,  7, 22, 31
14, 2018,  8, 23, 13,  9
15, 2018,  9,  8,  1, 30
16, 2018,  9, 23, 10, 54
17, 2018, 10,  8, 17, 15
18, 2018, 10, 23, 20, 22
19, 2018, 11,  7, 20, 32
20, 2018, 11, 22, 18,  2
21, 2018, 12,  7, 13, 26
22, 2018, 12, 22,  7, 23
23, 2019,  1,  6,  0, 39
24, 2019,  1, 20, 18,  0
 1, 2019,  2,  4, 12, 14
 2, 2019,  2, 19,  8,  4
 3, 2019,  3,  6,  6, 10
 4, 2019,  3, 21,  6, 58
 5, 2019,  4,  5, 10, 51
 6, 2019,  4, 20, 17, 55
 7, 2019,  5,  6,  4,  3
 8, 2019,  5, 21, 16, 59
 9, 2019,  6,  6,  8,  6
10, 2019,  6, 22,  0, 54
11, 2019,  7,  7, 18, 21
12, 2019,  7, 23, 11, 50
13, 2019,  8,  8,  4, 13
14, 2019,  8, 23, 19,  2
15, 2019,  9,  8,  7, 17
16, 2019,  9, 23, 16, 50
17, 2019, 10,  8, 23,  6
18, 2019, 10, 24,  2, 20
19, 2019, 11,  8,  2, 24
20, 2019, 11, 22, 23, 59
21, 2019, 12,  7, 19, 18
22, 2019, 12, 22, 13, 19
23, 2020,  1,  6,  6, 30
24, 2020,  1, 20, 23, 55
 1, 2020,  2,  4, 18,  3
 2, 2020,  2, 19, 13, 57
 3, 2020,  3,  5, 11, 57
 4, 2020,  3, 20, 12, 50
 5, 2020,  4,  4, 16, 38
 6, 2020,  4, 19, 23, 45
 7, 2020,  5,  5,  9, 51
 8, 2020,  5, 20, 22, 49
 9, 2020,  6,  5, 13, 58
10, 2020,  6, 21,  6, 44
11, 2020,  7,  7,  0, 14
12, 2020,  7, 22, 17, 37
13, 2020,  8,  7, 10,  6
14, 2020,  8, 23,  0, 45
15, 2020,  9,  7, 13,  8
16, 2020,  9, 22, 22, 31
17, 2020, 10,  8,  4, 55
18, 2020, 10, 23,  8,  0
19, 2020, 11,  7,  8, 14
20, 2020, 11, 22,  5, 40
21, 2020, 12,  7,  1, 10
22, 2020, 12, 21, 19,  2
23, 2021,  1,  5, 12, 23
24, 2021,  1, 20,  5, 40
 1, 2021,  2,  3, 23, 59
 2, 2021,  2, 18, 19, 44
 3, 2021,  3,  5, 17, 54
 4, 2021,  3, 20, 18, 37
 5, 2021,  4,  4, 22, 35
 6, 2021,  4, 20,  5, 33
 7, 2021,  5,  5, 15, 47
 8, 2021,  5, 21,  4, 37
 9, 2021,  6,  5, 19, 52
10, 2021,  6, 21, 12, 32
11, 2021,  7,  7,  6,  5
12, 2021,  7, 22, 23, 26
13, 2021,  8,  7, 15, 54
14, 2021,  8, 23,  6, 35
15, 2021,  9,  7, 18, 53
16, 2021,  9, 23,  4, 21
17, 2021, 10,  8, 10, 39
18, 2021, 10, 23, 13, 51
19, 2021, 11,  7, 13, 59
20, 2021, 11, 22, 11, 34
21, 2021, 12,  7,  6, 57
22, 2021, 12, 22,  0, 59
23, 2022,  1,  5, 18, 14
24, 2022,  1, 20, 11, 39
 1, 2022,  2,  4,  5, 51
 2, 2022,  2, 19,  1, 43
 3, 2022,  3,  5, 23, 44
 4, 2022,  3, 21,  0, 33
 5, 2022,  4,  5,  4, 20
 6, 2022,  4, 20, 11, 24
 7, 2022,  5,  5, 21, 26
 8, 2022,  5, 21, 10, 23
 9, 2022,  6,  6,  1, 26
10, 2022,  6, 21, 18, 14
11, 2022,  7,  7, 11, 38
12, 2022,  7, 23,  5,  7
13, 2022,  8,  7, 21, 29
14, 2022,  8, 23, 12, 16
15, 2022,  9,  8,  0, 32
16, 2022,  9, 23, 10,  4
17, 2022, 10,  8, 16, 22
18, 2022, 10, 23, 19, 36
19, 2022, 11,  7, 19, 45
20, 2022, 11, 22, 17, 20
21, 2022, 12,  7, 12, 46
22, 2022, 12, 22,  6, 48
23, 2023,  1,  6,  0,  5
24, 2023,  1, 20, 17, 30
 1, 2023,  2,  4, 11, 43
 2, 2023,  2, 19,  7, 34
 3, 2023,  3,  6,  5, 36
 4, 2023,  3, 21,  6, 24
 5, 2023,  4,  5, 10, 13
 6, 2023,  4, 20, 17, 14
 7, 2023,  5,  6,  3, 19
 8, 2023,  5, 21, 16,  9
 9, 2023,  6,  6,  7, 18
10, 2023,  6, 21, 23, 58
11, 2023,  7,  7, 17, 31
12, 2023,  7, 23, 10, 50
13, 2023,  8,  8,  3, 23
14, 2023,  8, 23, 18,  1
15, 2023,  9,  8,  6, 27
16, 2023,  9, 23, 15, 50
17, 2023, 10,  8, 22, 16
18, 2023, 10, 24,  1, 21
19, 2023, 11,  8,  1, 36
20, 2023, 11, 22, 23,  3
21, 2023, 12,  7, 18, 33
22, 2023, 12, 22, 12, 27
23, 2024,  1,  6,  5, 49
24, 2024,  1, 20, 23,  7
 1, 2024,  2,  4, 17, 27
 2, 2024,  2, 19, 13, 13
 3, 2024,  3,  5, 11, 23
 4, 2024,  3, 20, 12,  6
 5, 2024,  4,  4, 16,  2
 6, 2024,  4, 19, 23,  0
 7, 2024,  5,  5,  9, 10
 8, 2024,  5, 20, 22,  0
 9, 2024,  6,  5, 13, 10
10, 2024,  6, 21,  5, 51
11, 2024,  7,  6, 23, 20
12, 2024,  7, 22, 16, 44
13, 2024,  8,  7,  9,  9
14, 2024,  8, 22, 23, 55
15, 2024,  9,  7, 12, 11
16, 2024,  9, 22, 21, 44
17, 2024, 10,  8,  4,  0
18, 2024, 10, 23,  7, 15
19, 2024, 11,  7,  7, 20
20, 2024, 11, 22,  4, 57
21, 2024, 12,  7,  0, 17
22, 2024, 12, 21, 18, 21
23, 2025,  1,  5, 11, 33
24, 2025,  1, 20,  5,  0
 1, 2025,  2,  3, 23, 10
 2, 2025,  2, 18, 19,  7
 3, 2025,  3,  5, 17,  7
 4, 2025,  3, 20, 18,  1
 5, 2025,  4,  4, 21, 49
 6, 2025,  4, 20,  4, 56
 7, 2025,  5,  5, 14, 57
 8, 2025,  5, 21,  3, 55
 9, 2025,  6,  5, 18, 57
10, 2025,  6, 21, 11, 42
11, 2025,  7,  7,  5,  5
12, 2025,  7, 22, 22, 29
13, 2025,  8,  7, 14, 52
14, 2025,  8, 23,  5, 34
15, 2025,  9,  7, 17, 52
16, 2025,  9, 23,  3, 19
17, 2025, 10,  8,  9, 41
18, 2025, 10, 23, 12, 51
19, 2025, 11,  7, 13,  4
20, 2025, 11, 22, 10, 36
21, 2025, 12,  7,  6,  5
22, 2025, 12, 22,  0,  3
23, 2026,  1,  5, 17, 23
24, 2026,  1, 20, 10, 45
 1, 2026,  2,  4,  5,  2
 2, 2026,  2, 19,  0, 52
 3, 2026,  3,  5, 22, 59
 4, 2026,  3, 20, 23, 46
 5, 2026,  4,  5,  3, 40
 6, 2026,  4, 20, 10, 39
 7, 2026,  5,  5, 20, 49
 8, 2026,  5, 21,  9, 37
 9, 2026,  6,  6,  0, 48
10, 2026,  6, 21, 17, 25
11, 2026,  7,  7, 10, 57
12, 2026,  7, 23,  4, 13
13, 2026,  8,  7, 20, 43
14, 2026,  8, 23, 11, 19
15, 2026,  9,  7, 23, 41
16, 2026,  9, 23,  9,  5
17, 2026, 10,  8, 15, 29
18, 2026, 10, 23, 18, 38
19, 2026, 11,  7, 18, 52
20, 2026, 11, 22, 16, 23
21, 2026, 12,  7, 11, 53
22, 2026, 12, 22,  5, 50
23, 2027,  1,  5, 23, 10
24, 2027,  1, 20, 16, 30
 1, 2027,  2,  4, 10, 46
 2, 2027,  2, 19,  6, 33
 3, 2027,  3,  6,  4, 40
 4, 2027,  3, 21,  5, 25
 5, 2027,  4,  5,  9, 17
 6, 2027,  4, 20, 16, 18
 7, 2027,  5,  6,  2, 25
 8, 2027,  5, 21, 15, 18
 9, 2027,  6,  6,  6, 26
10, 2027,  6, 21, 23, 11
11, 2027,  7,  7, 16, 37
12, 2027,  7, 23, 10,  5
13, 2027,  8,  8,  2, 27
14, 2027,  8, 23, 17, 14
15, 2027,  9,  8,  5, 28
16, 2027,  9, 23, 15,  2
17, 2027, 10,  8, 21, 17
18, 2027, 10, 24,  0, 33
19, 2027, 11,  8,  0, 39
20, 2027, 11, 22, 22, 16
21, 2027, 12,  7, 17, 38
22, 2027, 12, 22, 11, 42
23, 2028,  1,  6,  4, 55
24, 2028,  1, 20, 22, 22
 1, 2028,  2,  4, 16, 31
 2, 2028,  2, 19, 12, 26
 3, 2028,  3,  5, 10, 25
 4, 2028,  3, 20, 11, 17
 5, 2028,  4,  4, 15,  3
 6, 2028,  4, 19, 22,  9
 7, 2028,  5,  5,  8, 12
 8, 2028,  5, 20, 21, 10
 9, 2028,  6,  5, 12, 16
10, 2028,  6, 21,  5,  2
11, 2028,  7,  6, 22, 30
12, 2028,  7, 22, 15, 54
13, 2028,  8,  7,  8, 21
14, 2028,  8, 22, 23,  1
15, 2028,  9,  7, 11, 22
16, 2028,  9, 22, 20, 45
17, 2028, 10,  8,  3,  9
18, 2028, 10, 23,  6, 13
19, 2028, 11,  7,  6, 27
20, 2028, 11, 22,  3, 54
21, 2028, 12,  6, 23, 25
22, 2028, 12, 21, 17, 20
23, 2029,  1,  5, 10, 42
24, 2029,  1, 20,  4,  1
 1, 2029,  2,  3, 22, 21
 2, 2029,  2, 18, 18,  8
 3, 2029,  3,  5, 16, 18
 4, 2029,  3, 20, 17,  2
 5, 2029,  4,  4, 20, 58
 6, 2029,  4, 20,  3, 56
 7, 2029,  5,  5, 14,  8
 8, 2029,  5, 21,  2, 56
 9, 2029,  6,  5, 18, 10
10, 2029,  6, 21, 10, 48
11, 2029,  7,  7,  4, 22
12, 2029,  7, 22, 21, 42
13, 2029,  8,  7, 14, 12
14, 2029,  8, 23,  4, 52
15, 2029,  9,  7, 17, 12
16, 2029,  9, 23,  2, 39
17, 2029, 10,  8,  8, 58
18, 2029, 10, 23, 12,  8
19, 2029, 11,  7, 12, 17
20, 2029, 11, 22,  9, 49
21, 2029, 12,  7,  5, 14
22, 2029, 12, 21, 23, 14
23, 2030,  1,  5, 16, 31
24, 2030,  1, 20,  9, 54
 1, 2030,  2,  4,  4,  8
 2, 2030,  2, 18, 24,  0
 3, 2030,  3,  5, 22,  3
 4, 2030,  3, 20, 22, 52
 5, 2030,  4,  5,  2, 41
 6, 2030,  4, 20,  9, 44
 7, 2030,  5,  5, 19, 46
 8, 2030,  5, 21,  8, 41
 9, 2030,  6,  5, 23, 45
10, 2030,  6, 21, 16, 31
11, 2030,  7,  7,  9, 55
12, 2030,  7, 23,  3, 25
13, 2030,  8,  7, 19, 47
14, 2030,  8, 23, 10, 36
15, 2030,  9,  7, 22, 53
16, 2030,  9, 23,  8, 27
17, 2030, 10,  8, 14, 45
18, 2030, 10, 23, 18,  1
19, 2030, 11,  7, 18,  9
20, 2030, 11, 22, 15, 45
21, 2030, 12,  7, 11,  8
22, 2030, 12, 22,  5, 10
23, 2031,  1,  5, 22, 23
24, 2031,  1, 20, 15, 48
 1, 2031,  2,  4,  9, 58
 2, 2031,  2, 19,  5, 51
 3, 2031,  3,  6,  3, 51
 4, 2031,  3, 21,  4, 41
 5, 2031,  4,  5,  8, 28
 6, 2031,  4, 20, 15, 31
 7, 2031,  5,  6,  1, 35
 8, 2031,  5, 21, 14, 28
 9, 2031,  6,  6,  5, 36
10, 2031,  6, 21, 22, 17
11, 2031,  7,  7, 15, 49
12, 2031,  7, 23,  9, 11
13, 2031,  8,  8,  1, 43
14, 2031,  8, 23, 16, 23
15, 2031,  9,  8,  4, 50
16, 2031,  9, 23, 14, 15
17, 2031, 10,  8, 20, 43
18, 2031, 10, 23, 23, 49
19, 2031, 11,  8,  0,  6
20, 2031, 11, 22, 21, 33
21, 2031, 12,  7, 17,  3
22, 2031, 12, 22, 10, 56
23, 2032,  1,  6,  4, 16
24, 2032,  1, 20, 21, 31
 1, 2032,  2,  4, 15, 49
 2, 2032,  2, 19, 11, 32
 3, 2032,  3,  5,  9, 40
 4, 2032,  3, 20, 10, 22
 5, 2032,  4,  4, 14, 18
 6, 2032,  4, 19, 21, 14
 7, 2032,  5,  5,  7, 26
 8, 2032,  5, 20, 20, 15
 9, 2032,  6,  5, 11, 28
10, 2032,  6, 21,  4,  9
11, 2032,  7,  6, 21, 41
12, 2032,  7, 22, 15,  5
13, 2032,  8,  7,  7, 33
14, 2032,  8, 22, 22, 18
15, 2032,  9,  7, 10, 38
16, 2032,  9, 22, 20, 11
17, 2032, 10,  8,  2, 30
18, 2032, 10, 23,  5, 46
19, 2032, 11,  7,  5, 54
20, 2032, 11, 22,  3, 31
21, 2032, 12,  6, 22, 53
22, 2032, 12, 21, 16, 56
23, 2033,  1,  5, 10,  8
24, 2033,  1, 20,  3, 33
 1, 2033,  2,  3, 21, 42
 2, 2033,  2, 18, 17, 34
 3, 2033,  3,  5, 15, 32
 4, 2033,  3, 20, 16, 23
 5, 2033,  4,  4, 20,  8
 6, 2033,  4, 20,  3, 13
 7, 2033,  5,  5, 13, 14
 8, 2033,  5, 21,  2, 11
 9, 2033,  6,  5, 17, 13
10, 2033,  6, 21, 10,  1
11, 2033,  7,  7,  3, 25
12, 2033,  7, 22, 20, 53
13, 2033,  8,  7, 13, 16
14, 2033,  8, 23,  4,  2
15, 2033,  9,  7, 16, 20
16, 2033,  9, 23,  1, 52
17, 2033, 10,  8,  8, 14
18, 2033, 10, 23, 11, 28
19, 2033, 11,  7, 11, 41
20, 2033, 11, 22,  9, 16
21, 2033, 12,  7,  4, 45
22, 2033, 12, 21, 22, 46
23, 2034,  1,  5, 16,  5
24, 2034,  1, 20,  9, 27
 1, 2034,  2,  4,  3, 41
 2, 2034,  2, 18, 23, 30
 3, 2034,  3,  5, 21, 32
 4, 2034,  3, 20, 22, 18
 5, 2034,  4,  5,  2,  6
 6, 2034,  4, 20,  9,  4
 7, 2034,  5,  5, 19,  9
 8, 2034,  5, 21,  7, 57
 9, 2034,  6,  5, 23,  7
10, 2034,  6, 21, 15, 44
11, 2034,  7,  7,  9, 18
12, 2034,  7, 23,  2, 36
13, 2034,  8,  7, 19,  9
14, 2034,  8, 23,  9, 48
15, 2034,  9,  7, 22, 14
16, 2034,  9, 23,  7, 40
17, 2034, 10,  8, 14,  7
18, 2034, 10, 23, 17, 16
19, 2034, 11,  7, 17, 34
20, 2034, 11, 22, 15,  5
21, 2034, 12,  7, 10, 37
22, 2034, 12, 22,  4, 34
23, 2035,  1,  5, 21, 56
24, 2035,  1, 20, 15, 14
 1, 2035,  2,  4,  9, 32
 2, 2035,  2, 19,  5, 16
 3, 2035,  3,  6,  3, 22
 4, 2035,  3, 21,  4,  3
 5, 2035,  4,  5,  7, 54
 6, 2035,  4, 20, 14, 49
 7, 2035,  5,  6,  0, 55
 8, 2035,  5, 21, 13, 43
 9, 2035,  6,  6,  4, 51
10, 2035,  6, 21, 21, 33
11, 2035,  7,  7, 15,  1
12, 2035,  7, 23,  8, 29
13, 2035,  8,  8,  0, 54
14, 2035,  8, 23, 15, 44
15, 2035,  9,  8,  4,  3
16, 2035,  9, 23, 13, 39
17, 2035, 10,  8, 19, 58
18, 2035, 10, 23, 23, 16
19, 2035, 11,  7, 23, 24
20, 2035, 11, 22, 21,  3
21, 2035, 12,  7, 16, 26
22, 2035, 12, 22, 10, 31
23, 2036,  1,  6,  3, 44
24, 2036,  1, 20, 21, 11
 1, 2036,  2,  4, 15, 20
 2, 2036,  2, 19, 11, 14
 3, 2036,  3,  5,  9, 12
 4, 2036,  3, 20, 10,  3
 5, 2036,  4,  4, 13, 46
 6, 2036,  4, 19, 20, 51
 7, 2036,  5,  5,  6, 49
 8, 2036,  5, 20, 19, 45
 9, 2036,  6,  5, 10, 47
10, 2036,  6, 21,  3, 32
11, 2036,  7,  6, 20, 58
12, 2036,  7, 22, 14, 23
13, 2036,  8,  7,  6, 49
14, 2036,  8, 22, 21, 32
15, 2036,  9,  7,  9, 55
16, 2036,  9, 22, 19, 23
17, 2036, 10,  8,  1, 49
18, 2036, 10, 23,  4, 59
19, 2036, 11,  7,  5, 15
20, 2036, 11, 22,  2, 45
21, 2036, 12,  6, 22, 16
22, 2036, 12, 21, 16, 13
23, 2037,  1,  5,  9, 34
24, 2037,  1, 20,  2, 54
 1, 2037,  2,  3, 21, 12
 2, 2037,  2, 18, 16, 59
 3, 2037,  3,  5, 15,  6
 4, 2037,  3, 20, 15, 50
 5, 2037,  4,  4, 19, 44
 6, 2037,  4, 20,  2, 40
 7, 2037,  5,  5, 12, 50
 8, 2037,  5, 21,  1, 36
 9, 2037,  6,  5, 16, 47
10, 2037,  6, 21,  9, 22
11, 2037,  7,  7,  2, 55
12, 2037,  7, 22, 20, 13
13, 2037,  8,  7, 12, 43
14, 2037,  8, 23,  3, 22
15, 2037,  9,  7, 15, 46
16, 2037,  9, 23,  1, 13
17, 2037, 10,  8,  7, 38
18, 2037, 10, 23, 10, 50
19, 2037, 11,  7, 11,  4
20, 2037, 11, 22,  8, 38
21, 2037, 12,  7,  4,  7
22, 2037, 12, 21, 22,  8
23, 2038,  1,  5, 15, 27
24, 2038,  1, 20,  8, 49
 1, 2038,  2,  4,  3,  4
 2, 2038,  2, 18, 22, 52
 3, 2038,  3,  5, 20, 56
 4, 2038,  3, 20, 21, 41
 5, 2038,  4,  5,  1, 30
 6, 2038,  4, 20,  8, 29
 7, 2038,  5,  5, 18, 31
 8, 2038,  5, 21,  7, 23
 9, 2038,  6,  5, 22, 26
10, 2038,  6, 21, 15,  9
11, 2038,  7,  7,  8, 33
12, 2038,  7, 23,  2,  0
13, 2038,  8,  7, 18, 21
14, 2038,  8, 23,  9, 10
15, 2038,  9,  7, 21, 26
16, 2038,  9, 23,  7,  2
17, 2038, 10,  8, 13, 22
18, 2038, 10, 23, 16, 41
19, 2038, 11,  7, 16, 51
20, 2038, 11, 22, 14, 31
21, 2038, 12,  7,  9, 56
22, 2038, 12, 22,  4,  2
23, 2039,  1,  5, 21, 17
24, 2039,  1, 20, 14, 44
 1, 2039,  2,  4,  8, 53
 2, 2039,  2, 19,  4, 46
 3, 2039,  3,  6,  2, 43
 4, 2039,  3, 21,  3, 32
 5, 2039,  4,  5,  7, 16
 6, 2039,  4, 20, 14, 18
 7, 2039,  5,  6,  0, 18
 8, 2039,  5, 21, 13, 11
 9, 2039,  6,  6,  4, 16
10, 2039,  6, 21, 20, 57
11, 2039,  7,  7, 14, 26
12, 2039,  7, 23,  7, 48
13, 2039,  8,  8,  0, 18
14, 2039,  8, 23, 14, 59
15, 2039,  9,  8,  3, 24
16, 2039,  9, 23, 12, 50
17, 2039, 10,  8, 19, 17
18, 2039, 10, 23, 22, 25
19, 2039, 11,  7, 22, 43
20, 2039, 11, 22, 20, 12
21, 2039, 12,  7, 15, 45
22, 2039, 12, 22,  9, 41
23, 2040,  1,  6,  3,  4
24, 2040,  1, 20, 20, 21
 1, 2040,  2,  4, 14, 40
 2, 2040,  2, 19, 10, 24
 3, 2040,  3,  5,  8, 31
 4, 2040,  3, 20,  9, 12
 5, 2040,  4,  4, 13,  6
 6, 2040,  4, 19, 20,  0
 7, 2040,  5,  5,  6,  9
 8, 2040,  5, 20, 18, 56
 9, 2040,  6,  5, 10,  8
10, 2040,  6, 21,  2, 46
11, 2040,  7,  6, 20, 19
12, 2040,  7, 22, 13, 41
13, 2040,  8,  7,  6, 10
14, 2040,  8, 22, 20, 53
15, 2040,  9,  7,  9, 14
16, 2040,  9, 22, 18, 45
17, 2040, 10,  8,  1,  6
18, 2040, 10, 23,  4, 20
19, 2040, 11,  7,  4, 29
20, 2040, 11, 22,  2,  6
21, 2040, 12,  6, 21, 30
22, 2040, 12, 21, 15, 33
23, 2041,  1,  5,  8, 48
24, 2041,  1, 20,  2, 13
 1, 2041,  2,  3, 20, 25
 2, 2041,  2, 18, 16, 17
 3, 2041,  3,  5, 14, 18
 4, 2041,  3, 20, 15,  7
 5, 2041,  4,  4, 18, 53
 6, 2041,  4, 20,  1, 55
 7, 2041,  5,  5, 11, 55
 8, 2041,  5, 21,  0, 49
 9, 2041,  6,  5, 15, 50
10, 2041,  6, 21,  8, 36
11, 2041,  7,  7,  1, 59
12, 2041,  7, 22, 19, 27
13, 2041,  8,  7, 11, 49
14, 2041,  8, 23,  2, 36
15, 2041,  9,  7, 14, 54
16, 2041,  9, 23,  0, 27
17, 2041, 10,  8,  6, 47
18, 2041, 10, 23, 10,  2
19, 2041, 11,  7, 10, 13
20, 2041, 11, 22,  7, 49
